Token,Condition,Prefix2,Prefix1,Root,Suffix1,Suffix2,Wordlength,Monomorpheme,MonoPrefix2,MonoPrefix1,MonoRoot,MonoSuffix1,MonoSuffix2,ErrorPrefix2,ErrorPrefix1,ErrorRoot,ErrorSuffix1,ErrorSuffix2,ChangedIndexP2,ChangedIndexP1,ChangedIndexR,ChangedIndexS1,ChangedIndexS2,MonoErrorPrefix2,MonoErrorPrefix1,MonoErrorRoot,MonoErrorSuffix1,MonoErrorSuffix2,MonoChangedIndexP2,MonoChangedIndexP1,MonoChangedIndexR,MonoChangedIndexS1,MonoChangedIndexS2
uniteion,prs,,un,ite,ion,,8,nuietnoi,,nu,iet,noi,,,uriteion,unateion,uniteuon,,,1.0,0,0.0,,,naietnoi,nuieknoi,nuietnoe,,,1.0,2,2.0,
unhitaer,prs,,un,hita,er,,8,nuithare,,nu,itha,re,,,enhitaer,unhipaer,unhitair,,,0.0,2,0.0,,,niithare,nuittare,nuithame,,,1.0,2,0.0,
prewowder,prs,,pre,wowd,er,,9,rpeowwdre,,rpe,owwd,re,,,plewowder,prerowder,prewowdor,,,1.0,0,0.0,,,rpoowwdre,rpeowwsre,rpeowwdne,,,2.0,3,0.0,
indayer,prs,,in,day,er,,7,niydare,,ni,yda,re,,,iwdayer,indawer,indayey,,,1.0,2,1.0,,,neydare,nirdare,niydame,,,1.0,0,0.0,
unhesesable,prs,,un,heses,able,,11,nuseeshaleb,,nu,seesh,aleb,,,onhesesable,unhusesable,unhesesagle,,,0.0,1,1.0,,,noseeshaleb,nuseethaleb,nuseeshayeb,,,1.0,3,1.0,
inesitful,prs,,in,esit,ful,,9,nieistluf,,ni,eist,luf,,,imesitful,inesidful,inesitcul,,,1.0,3,0.0,,,mieistluf,nieestluf,nieistruf,,,0.0,1,0.0,
dehitaful,prs,,de,hita,ful,,9,edthiaulf,,ed,thia,ulf,,,fehitaful,dehiteful,dehitafil,,,0.0,3,1.0,,,idthiaulf,eddhiaulf,edthiaulh,,,0.0,0,2.0,
prenisable,prs,,pre,nis,able,,10,perinselab,,per,ins,elab,,,hrenisable,prelisable,prenisabla,,,0.0,0,3.0,,,peminselab,peronselab,perinselib,,,2.0,0,2.0,
dewowdion,prs,,de,wowd,ion,,9,edwdwonoi,,ed,wdwo,noi,,,dawowdion,dewoldion,dewowdien,,,1.0,2,1.0,,,epwdwonoi,edwdmonoi,edwdwowoi,,,1.0,2,0.0,
unertion,prs,,un,ert,ion,,8,nutreoni,,nu,tre,oni,,,inertion,unersion,unertior,,,0.0,2,2.0,,,netreoni,nutyeoni,nutreone,,,1.0,1,2.0,
deiteable,prs,,de,ite,able,,9,edetibael,,ed,eti,bael,,,peiteable,deateable,deiteablo,,,0.0,0,3.0,,,etetibael,edesibael,edetibaem,,,1.0,1,3.0,
decotful,prs,,de,cot,ful,,8,edotcluf,,ed,otc,luf,,,docotful,decozful,decotfil,,,1.0,2,1.0,,,etotcluf,edotpluf,edotcyuf,,,1.0,2,0.0,
indayable,prs,,in,day,able,,9,nidyaealb,,ni,dya,ealb,,,ondayable,indalable,indayabme,,,0.0,2,2.0,,,midyaealb,nidlaealb,nidyaearb,,,0.0,1,2.0,
predayer,prs,,pre,day,er,,8,perydare,,per,yda,re,,,sredayer,predaner,predayem,,,0.0,2,1.0,,,parydare,perypare,perydaye,,,1.0,1,0.0,
prehesesion,prs,,pre,heses,ion,,11,repssehenio,,rep,ssehe,nio,,,trehesesion,presesesion,prehesesior,,,0.0,0,2.0,,,mepssehenio,repssehinio,repssehenao,,,0.0,4,1.0,
denisable,prs,,de,nis,able,,9,edinsebal,,ed,ins,ebal,,,dinisable,denesable,denisadle,,,1.0,1,1.0,,,adinsebal,edensebal,edinsebam,,,0.0,0,3.0,
unesiter,prs,,un,esit,er,,8,nuitesre,,nu,ites,re,,,ulesiter,uneseter,unesitor,,,1.0,2,0.0,,,ruitesre,nuitasre,nuitesra,,,0.0,2,1.0,
inalpaion,prs,,in,alpa,ion,,9,nipaalino,,ni,paal,ino,,,enalpaion,inalvaion,inalpaoon,,,0.0,2,0.0,,,nopaalino,nipaelino,nipaaluno,,,1.0,2,0.0,
dewowdion,prs,,de,wowd,ion,,9,edowwdnoi,,ed,owwd,noi,,,sewowdion,deyowdion,dewowdien,,,0.0,0,1.0,,,egowwdnoi,edomwdnoi,edowwdnoa,,,1.0,1,2.0,
precoter,prs,,pre,cot,er,,8,erpotcre,,erp,otc,re,,,pyecoter,precoser,precotew,,,1.0,2,1.0,,,ervotcre,erpitcre,erpotcwe,,,2.0,0,0.0,
deiteable,prs,,de,ite,able,,9,edetiblea,,ed,eti,blea,,,teiteable,deeteable,deiteuble,,,0.0,0,0.0,,,odetiblea,edeteblea,edetiplea,,,0.0,2,0.0,
unhitaion,prs,,un,hita,ion,,9,nuaithino,,nu,aith,ino,,,umhitaion,unhetaion,unhitaiom,,,1.0,1,2.0,,,neaithino,nuaishino,nuaithono,,,1.0,2,0.0,
prealpaion,prs,,pre,alpa,ion,,10,perlapaoni,,per,lapa,oni,,,proalpaion,prealtaion,prealpaian,,,2.0,2,1.0,,,pirlapaoni,perlapeoni,perlapaori,,,1.0,3,1.0,
dealpaion,prs,,de,alpa,ion,,9,edlpaaoni,,ed,lpaa,oni,,,dialpaion,dealpeion,dealpaien,,,1.0,3,1.0,,,adlpaaoni,edlpoaoni,edlpaaomi,,,0.0,2,1.0,
unhesesful,prs,,un,heses,ful,,10,nuhesseluf,,nu,hesse,luf,,,umhesesful,unhesisful,unhesesfel,,,1.0,3,1.0,,,muhesseluf,nuhessiluf,nuhesselef,,,0.0,4,1.0,
decotful,prs,,de,cot,ful,,8,edctoufl,,ed,cto,ufl,,,docotful,decatful,decotfun,,,1.0,1,2.0,,,adctoufl,edttoufl,edctoucl,,,0.0,0,1.0,
uniteion,prs,,un,ite,ion,,8,nuietino,,nu,iet,ino,,,eniteion,unipeion,uniteaon,,,0.0,1,0.0,,,juietino,nuiegino,nuieteno,,,0.0,2,0.0,
dehitaful,prs,,de,hita,ful,,9,edihtalfu,,ed,ihta,lfu,,,cehitaful,desitaful,dehitafur,,,0.0,0,2.0,,,odihtalfu,edihgalfu,edihtaltu,,,0.0,2,1.0,
deiteion,prs,,de,ite,ion,,8,edtieoin,,ed,tie,oin,,,doiteion,deuteion,deiteien,,,1.0,0,1.0,,,adtieoin,edtiaoin,edtieoim,,,0.0,2,2.0,
initeful,prs,,in,ite,ful,,8,nitieflu,,ni,tie,flu,,,iyiteful,initiful,initefal,,,1.0,2,1.0,,,natieflu,nisieflu,nitiefmu,,,1.0,0,1.0,
unwowdion,prs,,un,wowd,ion,,9,nuowdwoni,,nu,owdw,oni,,,inwowdion,unlowdion,unwowdioy,,,0.0,0,2.0,,,yuowdwoni,nuiwdwoni,nuowdwone,,,0.0,0,2.0,
preheseser,prs,,pre,heses,er,,10,erpseshere,,erp,seshe,re,,,pyeheseser,preheseter,prehesesew,,,1.0,4,1.0,,,empseshere,erpsishere,erpsesheme,,,1.0,1,0.0,
precotion,prs,,pre,cot,ion,,9,erpoctoni,,erp,oct,oni,,,plecotion,precation,precotiin,,,1.0,1,1.0,,,empoctoni,erpectoni,erpocteni,,,1.0,0,0.0,
inertable,prs,,in,ert,able,,9,niretlbae,,ni,ret,lbae,,,onertable,inerpable,inertasle,,,0.0,2,1.0,,,nuretlbae,niritlbae,niretlkae,,,1.0,1,1.0,
prenision,prs,,pre,nis,ion,,9,erpinsnoi,,erp,ins,noi,,,drenision,premision,prenisiom,,,0.0,0,2.0,,,orpinsnoi,erpimsnoi,erpinsnoe,,,0.0,1,2.0,
unhesesful,prs,,un,heses,ful,,10,nueesshflu,,nu,eessh,flu,,,enhesesful,unhesecful,unhesesfel,,,0.0,4,1.0,,,mueesshflu,nueecshflu,nueesshdlu,,,0.0,2,0.0,
inhesesful,prs,,in,heses,ful,,10,nisheesflu,,ni,shees,flu,,,imhesesful,ingesesful,inhesestul,,,1.0,0,0.0,,,nasheesflu,nisheosflu,nisheesfli,,,1.0,3,2.0,
unalpaful,prs,,un,alpa,ful,,9,nualapufl,,nu,alap,ufl,,,enalpaful,unalcaful,unalpafol,,,0.0,2,1.0,,,nealapufl,nuelapufl,nualapufr,,,1.0,0,2.0,
prealpaer,prs,,pre,alpa,er,,9,rpelpaare,,rpe,lpaa,re,,,proalpaer,prealpoer,prealpaor,,,2.0,3,0.0,,,rhelpaare,rpelpaere,rpelpaaye,,,1.0,3,0.0,
inwowdful,prs,,in,wowd,ful,,9,niwdwoflu,,ni,wdwo,flu,,,enwowdful,inwordful,inwowdfum,,,0.0,2,2.0,,,nawdwoflu,niwdyoflu,niwdwodlu,,,1.0,2,0.0,
inwowdful,prs,,in,wowd,ful,,9,niodwwlfu,,ni,odww,lfu,,,enwowdful,inwomdful,inwowdfum,,,0.0,2,2.0,,,wiodwwlfu,niidwwlfu,niodwwwfu,,,0.0,0,0.0,
dehesesion,prs,,de,heses,ion,,10,edsheseoni,,ed,shese,oni,,,tehesesion,defesesion,dehesesian,,,0.0,0,1.0,,,odsheseoni,edspeseoni,edsheseeni,,,0.0,1,0.0,
dehesesion,prs,,de,heses,ion,,10,edsesheoni,,ed,seshe,oni,,,cehesesion,dehosesion,dehesesioy,,,0.0,1,2.0,,,ehsesheoni,edsehheoni,edsesheori,,,1.0,2,1.0,
preiteion,prs,,pre,ite,ion,,9,peretinoi,,per,eti,noi,,,priiteion,preipeion,preiteoon,,,2.0,1,0.0,,,deretinoi,perepinoi,peretinoa,,,0.0,1,2.0,
deniser,prs,,de,nis,er,,7,edsinre,,ed,sin,re,,,diniser,demiser,denisem,,,1.0,0,1.0,,,odsinre,edsiwre,edsinri,,,0.0,2,1.0,
deiteion,prs,,de,ite,ion,,8,edietoni,,ed,iet,oni,,,teiteion,deitaion,deiteeon,,,0.0,2,0.0,,,evietoni,edeetoni,edietini,,,1.0,0,0.0,
unheseser,prs,,un,heses,er,,9,nueehssre,,nu,eehss,re,,,umheseser,unheceser,unhesesir,,,1.0,2,0.0,,,wueehssre,nueehstre,nueehssye,,,0.0,4,0.0,
inalpaer,prs,,in,alpa,er,,8,niaalpre,,ni,aalp,re,,,ijalpaer,inalpoer,inalpael,,,1.0,3,1.0,,,miaalpre,niualpre,niaalpri,,,0.0,0,1.0,
inwowder,prs,,in,wowd,er,,8,niwwdore,,ni,wwdo,re,,,irwowder,inwewder,inwowdir,,,1.0,1,0.0,,,nowwdore,niwldore,niwwdora,,,1.0,1,1.0,
dealpaer,prs,,de,alpa,er,,8,edpaalre,,ed,paal,re,,,daalpaer,dealpier,dealpaur,,,1.0,3,0.0,,,odpaalre,edpaelre,edpaalle,,,0.0,2,0.0,
unalpaion,prs,,un,alpa,ion,,9,nuapalino,,nu,apal,ino,,,uralpaion,unilpaion,unalpaiol,,,1.0,0,2.0,,,ruapalino,nuasalino,nuapalano,,,0.0,1,0.0,
prenisable,prs,,pre,nis,able,,10,erpnsieabl,,erp,nsi,eabl,,,pranisable,prenesable,preniseble,,,2.0,1,0.0,,,enpnsieabl,erpnhieabl,erpnsieapl,,,1.0,1,2.0,
prealpaion,prs,,pre,alpa,ion,,10,rpeaplanio,,rpe,apla,nio,,,proalpaion,prealpiion,prealpaien,,,2.0,3,1.0,,,rteaplanio,rpeadlanio,rpeaplanao,,,1.0,1,1.0,
inwowdable,prs,,in,wowd,able,,10,niwdwoelba,,ni,wdwo,elba,,,imwowdable,inwewdable,inwowdahle,,,1.0,1,1.0,,,nuwdwoelba,niwdweelba,niwdwoolba,,,1.0,3,0.0,
denisable,prs,,de,nis,able,,9,edinsaebl,,ed,ins,aebl,,,danisable,denicable,denisablu,,,1.0,2,3.0,,,etinsaebl,edirsaebl,edinsiebl,,,1.0,1,0.0,
deiteion,prs,,de,ite,ion,,8,edeitnio,,ed,eit,nio,,,peiteion,deipeion,deiteien,,,0.0,1,1.0,,,ideitnio,ediitnio,edeitneo,,,0.0,0,1.0,
incotion,prs,,in,cot,ion,,8,nictoino,,ni,cto,ino,,,iycotion,incodion,incoteon,,,1.0,2,0.0,,,nectoino,nictiino,nictoilo,,,1.0,2,1.0,
undayion,prs,,un,day,ion,,8,nuydaoni,,nu,yda,oni,,,ondayion,undalion,undayoon,,,0.0,2,0.0,,,yuydaoni,nuykaoni,nuydaona,,,0.0,1,2.0,
unwowder,prs,,un,wowd,er,,8,nuwdowre,,nu,wdow,re,,,ulwowder,unwewder,unwowdel,,,1.0,1,1.0,,,niwdowre,nuwdonre,nuwdowra,,,1.0,3,1.0,
preheseser,prs,,pre,heses,er,,10,rpehsseere,,rpe,hssee,re,,,pmeheseser,preheseter,prehesesir,,,1.0,4,0.0,,,rpahsseere,rpehhseere,rpehsseeri,,,2.0,1,1.0,
inalpaful,prs,,in,alpa,ful,,9,niaalpulf,,ni,aalp,ulf,,,analpaful,inilpaful,inalpasul,,,0.0,0,0.0,,,liaalpulf,niealpulf,niaalpumf,,,0.0,0,1.0,
predayion,prs,,pre,day,ion,,9,repdyaoin,,rep,dya,oin,,,sredayion,preduyion,predayioy,,,0.0,1,2.0,,,lepdyaoin,rephyaoin,repdyaain,,,0.0,0,0.0,
inwowdful,prs,,in,wowd,ful,,9,nidwwoufl,,ni,dwwo,ufl,,,enwowdful,inwondful,inwowdfel,,,0.0,2,1.0,,,ridwwoufl,nidwmoufl,nidwwoudl,,,0.0,2,1.0,
prealpaion,prs,,pre,alpa,ion,,10,rpeaalpino,,rpe,aalp,ino,,,proalpaion,preilpaion,prealpaian,,,2.0,0,1.0,,,npeaalpino,rpeaelpino,rpeaalpeno,,,0.0,1,0.0,
denisful,prs,,de,nis,ful,,8,edinsluf,,ed,ins,luf,,,dunisful,delisful,denisfol,,,1.0,0,1.0,,,ecinsluf,edinfluf,edinsluv,,,1.0,2,2.0,
dewowdable,prs,,de,wowd,able,,10,edwdwobeal,,ed,wdwo,beal,,,dowowdable,dewowbable,dewowdahle,,,1.0,3,1.0,,,adwdwobeal,edwdwabeal,edwdwobeam,,,0.0,3,3.0,
predayful,prs,,pre,day,ful,,9,repyadflu,,rep,yad,flu,,,tredayful,prepayful,predayfun,,,0.0,0,2.0,,,rapyadflu,repmadflu,repyadfla,,,1.0,0,2.0,
unwowdable,prs,,un,wowd,able,,10,nudowwblea,,nu,doww,blea,,,uywowdable,unwawdable,unwowdafle,,,1.0,1,1.0,,,nedowwblea,nudonwblea,nudowwbwea,,,1.0,2,1.0,
denision,prs,,de,nis,ion,,8,edinsino,,ed,ins,ino,,,tenision,denition,denisien,,,0.0,2,1.0,,,adinsino,edensino,edinsiyo,,,0.0,0,1.0,
unhitaion,prs,,un,hita,ion,,9,nuhtianoi,,nu,htia,noi,,,onhitaion,unhotaion,unhitaian,,,0.0,1,1.0,,,nohtianoi,nuhtuanoi,nuhtianoo,,,1.0,2,2.0,
prehesesful,prs,,pre,heses,ful,,11,repeshesufl,,rep,eshes,ufl,,,prohesesful,prehetesful,prehesespul,,,2.0,2,0.0,,,mepeshesufl,reposhesufl,repeshesufm,,,0.0,0,2.0,
unertable,prs,,un,ert,able,,9,nurtelabe,,nu,rte,labe,,,ulertable,unortable,unertablu,,,1.0,0,3.0,,,nertelabe,nurtalabe,nurtelate,,,1.0,2,2.0,
decotful,prs,,de,cot,ful,,8,edotcluf,,ed,otc,luf,,,secotful,degotful,decotfil,,,0.0,0,1.0,,,egotcluf,edetcluf,edotclut,,,1.0,0,2.0,
denisful,prs,,de,nis,ful,,8,edisnluf,,ed,isn,luf,,,senisful,demisful,denisdul,,,0.0,0,0.0,,,episnluf,edosnluf,edisnlus,,,1.0,0,2.0,
unwowdful,prs,,un,wowd,ful,,9,nuowdwufl,,nu,owdw,ufl,,,enwowdful,unwowsful,unwowdfal,,,0.0,3,1.0,,,niowdwufl,nuordwufl,nuowdwafl,,,1.0,1,0.0,
inesition,prs,,in,esit,ion,,9,nitesioin,,ni,tesi,oin,,,iyesition,inesidion,inesitiom,,,1.0,3,2.0,,,mitesioin,niteseoin,nitesioon,,,0.0,3,1.0,
unalpaion,prs,,un,alpa,ion,,9,nuaaplino,,nu,aapl,ino,,,onalpaion,unaltaion,unalpaiom,,,0.0,2,2.0,,,neaaplino,nueaplino,nuaapliwo,,,1.0,0,1.0,
dealpaful,prs,,de,alpa,ful,,9,edplaaluf,,ed,plaa,luf,,,sealpaful,dealsaful,dealpahul,,,0.0,2,0.0,,,ecplaaluf,edplealuf,edplaalef,,,1.0,2,1.0,
unerter,prs,,un,ert,er,,7,nuretre,,nu,ret,re,,,urerter,unorter,unertel,,,1.0,0,1.0,,,muretre,nurotre,nuretri,,,0.0,1,1.0,
unertion,prs,,un,ert,ion,,8,nuretoin,,nu,ret,oin,,,enertion,unortion,unertiom,,,0.0,0,2.0,,,ruretoin,nuyetoin,nuretoen,,,0.0,0,1.0,
uncotful,prs,,un,cot,ful,,8,nuotcluf,,nu,otc,luf,,,umcotful,unkotful,uncotfel,,,1.0,0,1.0,,,neotcluf,nuetcluf,nuotcmuf,,,1.0,0,0.0,
prewowder,prs,,pre,wowd,er,,9,perwwodre,,per,wwod,re,,,plewowder,prewuwder,prewowdor,,,1.0,1,0.0,,,porwwodre,perrwodre,perwwodme,,,1.0,0,0.0,
uniteion,prs,,un,ite,ion,,8,nuetioin,,nu,eti,oin,,,aniteion,unitaion,uniteeon,,,0.0,2,0.0,,,muetioin,nuotioin,nuetiain,,,0.0,0,0.0,
predayable,prs,,pre,day,able,,10,rpeyadlabe,,rpe,yad,labe,,,pwedayable,predoyable,predayablo,,,1.0,1,3.0,,,rpoyadlabe,rpeyaslabe,rpeyadlebe,,,2.0,2,1.0,
inesitable,prs,,in,esit,able,,10,nistiebale,,ni,stie,bale,,,ilesitable,inesutable,inesitabla,,,1.0,2,3.0,,,mistiebale,nistoebale,nistiebala,,,0.0,2,3.0,
unertful,prs,,un,ert,ful,,8,nurteluf,,nu,rte,luf,,,urertful,unirtful,unertfel,,,1.0,0,1.0,,,nerteluf,nunteluf,nurtelif,,,1.0,0,1.0,
dedayion,prs,,de,day,ion,,8,edadynoi,,ed,ady,noi,,,didayion,dedarion,dedayiin,,,1.0,2,1.0,,,idadynoi,edodynoi,edadynoa,,,0.0,0,2.0,
indayer,prs,,in,day,er,,7,niaydre,,ni,ayd,re,,,imdayer,indiyer,indayir,,,1.0,1,0.0,,,riaydre,nioydre,niaydra,,,0.0,0,1.0,
denisful,prs,,de,nis,ful,,8,edsniufl,,ed,sni,ufl,,,danisful,demisful,denisfel,,,1.0,0,1.0,,,odsniufl,edsnaufl,edsniefl,,,0.0,2,0.0,
incotable,prs,,in,cot,able,,9,nitocebal,,ni,toc,ebal,,,imcotable,incopable,incotabre,,,1.0,2,2.0,,,yitocebal,nitosebal,nitocetal,,,0.0,2,1.0,
dehitaful,prs,,de,hita,ful,,9,edihatufl,,ed,ihat,ufl,,,vehitaful,dehihaful,dehitafuy,,,0.0,2,2.0,,,adihatufl,edisatufl,edihatufr,,,0.0,1,2.0,
dehitaion,prs,,de,hita,ion,,9,edhaitoni,,ed,hait,oni,,,duhitaion,dehiteion,dehitaiom,,,1.0,3,2.0,,,ephaitoni,edhuitoni,edhaitomi,,,1.0,1,1.0,
inalpaion,prs,,in,alpa,ion,,9,nialapoin,,ni,alap,oin,,,iwalpaion,inalsaion,inalpaian,,,1.0,2,1.0,,,nealapoin,niulapoin,nialapoan,,,1.0,0,1.0,
dedayer,prs,,de,day,er,,7,edydare,,ed,yda,re,,,dudayer,dediyer,dedayem,,,1.0,1,1.0,,,odydare,edydure,edydari,,,0.0,2,1.0,
precotion,prs,,pre,cot,ion,,9,rpeotconi,,rpe,otc,oni,,,pmecotion,precogion,precotoon,,,1.0,2,0.0,,,rteotconi,rpeotponi,rpeotcomi,,,1.0,2,1.0,
deiteable,prs,,de,ite,able,,9,edeitbael,,ed,eit,bael,,,doiteable,deateable,deiteoble,,,1.0,0,0.0,,,ebeitbael,eduitbael,edeitbeel,,,1.0,0,1.0,
prewowdful,prs,,pre,wowd,ful,,10,rpewwodlfu,,rpe,wwod,lfu,,,priwowdful,prewomdful,prewowdfum,,,2.0,2,2.0,,,rhewwodlfu,rpewwedlfu,rpewwodlhu,,,1.0,2,1.0,
indayable,prs,,in,day,able,,9,nidyaelba,,ni,dya,elba,,,endayable,indalable,indayeble,,,0.0,2,0.0,,,midyaelba,nityaelba,nidyaelbi,,,0.0,0,3.0,
inhesesion,prs,,in,heses,ion,,10,nihsseeino,,ni,hssee,ino,,,anhesesion,inhesefion,inhesesiom,,,0.0,4,2.0,,,rihsseeino,nihsseoino,nihsseeano,,,0.0,4,0.0,
unwowdable,prs,,un,wowd,able,,10,nudwwobael,,nu,dwwo,bael,,,inwowdable,unwowpable,unwowdeble,,,0.0,3,0.0,,,nedwwobael,nudmwobael,nudwwotael,,,1.0,1,0.0,
inhesesful,prs,,in,heses,ful,,10,nihesseufl,,ni,hesse,ufl,,,imhesesful,inhesosful,inhesesfum,,,1.0,3,2.0,,,nehesseufl,nihosseufl,nihesseofl,,,1.0,1,0.0,
dedayion,prs,,de,day,ion,,8,edyadnio,,ed,yad,nio,,,sedayion,deduyion,dedayuon,,,0.0,1,0.0,,,adyadnio,edradnio,edyadnia,,,0.0,0,2.0,
prealpaful,prs,,pre,alpa,ful,,10,perplaaufl,,per,plaa,ufl,,,proalpaful,preelpaful,prealpafel,,,2.0,0,1.0,,,parplaaufl,perpliaufl,perplaaefl,,,1.0,2,0.0,
prewowdful,prs,,pre,wowd,ful,,10,repdwwoulf,,rep,dwwo,ulf,,,pmewowdful,prewiwdful,prewowdfel,,,1.0,1,1.0,,,resdwwoulf,repdnwoulf,repdwwoelf,,,2.0,1,0.0,
prewowdable,prs,,pre,wowd,able,,11,repdwwoblae,,rep,dwwo,blae,,,pmewowdable,prewawdable,prewowdabli,,,1.0,1,3.0,,,retdwwoblae,repdrwoblae,repdwwobmae,,,2.0,1,1.0,
prewowdful,prs,,pre,wowd,ful,,10,rpewdowflu,,rpe,wdow,flu,,,priwowdful,prerowdful,prewowdfum,,,2.0,0,2.0,,,rpawdowflu,rpewtowflu,rpewdowflo,,,2.0,1,2.0,
deiteful,prs,,de,ite,ful,,8,edietufl,,ed,iet,ufl,,,seiteful,deiseful,deitefil,,,0.0,1,1.0,,,etietufl,ediesufl,edietufm,,,1.0,2,2.0,
prenision,prs,,pre,nis,ion,,9,eprinsino,,epr,ins,ino,,,pronision,prenusion,prenisien,,,2.0,1,1.0,,,egrinsino,eprirsino,eprinsina,,,1.0,1,2.0,
dedayion,prs,,de,day,ion,,8,edyadnoi,,ed,yad,noi,,,tedayion,dedamion,dedayiol,,,0.0,2,2.0,,,idyadnoi,edyidnoi,edyadnii,,,0.0,1,1.0,
undayion,prs,,un,day,ion,,8,nuyadoin,,nu,yad,oin,,,urdayion,undalion,undayiom,,,1.0,2,2.0,,,neyadoin,nuyatoin,nuyadoan,,,1.0,2,1.0,
prewowdion,prs,,pre,wowd,ion,,10,rpewdowoin,,rpe,wdow,oin,,,hrewowdion,prewordion,prewowdaon,,,0.0,2,0.0,,,mpewdowoin,rpewdoroin,rpewdowoen,,,0.0,3,1.0,
prenisable,prs,,pre,nis,able,,10,eprisnlbea,,epr,isn,lbea,,,pyenisable,prelisable,prenisabli,,,1.0,0,3.0,,,epnisnlbea,epriqnlbea,eprisnmbea,,,2.0,1,0.0,
dealpaion,prs,,de,alpa,ion,,9,edaaplnoi,,ed,aapl,noi,,,daalpaion,dealpoion,dealpaioy,,,1.0,3,2.0,,,adaaplnoi,eduaplnoi,edaaplnii,,,0.0,0,1.0,
prewowdion,prs,,pre,wowd,ion,,10,rpedowwoni,,rpe,doww,oni,,,pmewowdion,prewoydion,prewowdeon,,,1.0,2,0.0,,,rsedowwoni,rpedowloni,rpedowwone,,,1.0,3,2.0,
prehitaion,prs,,pre,hita,ion,,10,perathioni,,per,athi,oni,,,pwehitaion,prehetaion,prehitaiow,,,1.0,1,2.0,,,gerathioni,perethioni,perathiani,,,0.0,0,0.0,
undayable,prs,,un,day,able,,9,nuadyealb,,nu,ady,ealb,,,ondayable,unhayable,undayacle,,,0.0,0,1.0,,,ruadyealb,nuadrealb,nuadyealt,,,0.0,2,3.0,
deheseser,prs,,de,heses,er,,9,edsehesre,,ed,sehes,re,,,duheseser,deveseser,dehesesel,,,1.0,0,1.0,,,idsehesre,edsehisre,edsehesra,,,0.0,3,1.0,
unhesesion,prs,,un,heses,ion,,10,nusesehoin,,nu,seseh,oin,,,uyhesesion,unsesesion,unhesesiom,,,1.0,0,2.0,,,nasesehoin,nuseseboin,nusesehiin,,,1.0,4,0.0,
decoter,prs,,de,cot,er,,7,edoctre,,ed,oct,re,,,secoter,decover,decotir,,,0.0,2,0.0,,,esoctre,edostre,edoctye,,,1.0,1,0.0,
uniteful,prs,,un,ite,ful,,8,nuietluf,,nu,iet,luf,,,uriteful,unoteful,unitefel,,,1.0,0,1.0,,,muietluf,nuiegluf,nuietluh,,,0.0,2,2.0,
deiteion,prs,,de,ite,ion,,8,edtienio,,ed,tie,nio,,,daiteion,deiceion,deiteian,,,1.0,1,1.0,,,adtienio,edtionio,edtienao,,,0.0,2,1.0,
dedayful,prs,,de,day,ful,,8,edyadulf,,ed,yad,ulf,,,didayful,dedoyful,dedayfum,,,1.0,1,2.0,,,esyadulf,edyodulf,edyadurf,,,1.0,1,1.0,
dewowdful,prs,,de,wowd,ful,,9,edwwodufl,,ed,wwod,ufl,,,pewowdful,dewowhful,dewowdfur,,,0.0,3,2.0,,,ehwwodufl,edwrodufl,edwwodufr,,,1.0,1,2.0,
inwowder,prs,,in,wowd,er,,8,niodwwre,,ni,odww,re,,,onwowder,inwowfer,inwowdel,,,0.0,3,1.0,,,naodwwre,niodmwre,niodwwme,,,1.0,2,0.0,
undayer,prs,,un,day,er,,7,nuydare,,nu,yda,re,,,uldayer,undiyer,undayey,,,1.0,1,1.0,,,naydare,numdare,nuydara,,,1.0,0,1.0,
uncotful,prs,,un,cot,ful,,8,nutocufl,,nu,toc,ufl,,,ulcotful,ungotful,uncotfel,,,1.0,0,1.0,,,rutocufl,nutacufl,nutocufm,,,0.0,1,2.0,
dehitaion,prs,,de,hita,ion,,9,edhatinoi,,ed,hati,noi,,,hehitaion,dehipaion,dehitaiol,,,0.0,2,2.0,,,adhatinoi,edkatinoi,edhatiroi,,,0.0,0,0.0,
deheseser,prs,,de,heses,er,,9,edehessre,,ed,ehess,re,,,duheseser,dehesoser,dehesesem,,,1.0,3,1.0,,,ehehessre,edehestre,edehessra,,,1.0,4,1.0,
unertable,prs,,un,ert,able,,9,nurtelbea,,nu,rte,lbea,,,anertable,unerqable,unertabwe,,,0.0,2,2.0,,,murtelbea,nurfelbea,nurtembea,,,0.0,1,0.0,
unalpaion,prs,,un,alpa,ion,,9,nupaaloin,,nu,paal,oin,,,inalpaion,unilpaion,unalpaior,,,0.0,0,2.0,,,nopaaloin,nupailoin,nupaaloan,,,1.0,2,1.0,
dehesesion,prs,,de,heses,ion,,10,edeseshoni,,ed,esesh,oni,,,tehesesion,dekesesion,dehesesien,,,0.0,0,1.0,,,epeseshoni,ededeshoni,edeseshone,,,1.0,1,2.0,
decotful,prs,,de,cot,ful,,8,edtoclfu,,ed,toc,lfu,,,pecotful,decocful,decotfal,,,0.0,2,1.0,,,ectoclfu,edboclfu,edtoclhu,,,1.0,0,1.0,
preiteful,prs,,pre,ite,ful,,9,epreitflu,,epr,eit,flu,,,treiteful,preoteful,preitefil,,,0.0,0,1.0,,,efreitflu,epreutflu,epreitfle,,,1.0,1,2.0,
