Token,Condition,Prefix2,Prefix1,Root,Suffix1,Suffix2,Wordlength,Monomorpheme,MonoPrefix2,MonoPrefix1,MonoRoot,MonoSuffix1,MonoSuffix2,ErrorPrefix2,ErrorPrefix1,ErrorRoot,ErrorSuffix1,ErrorSuffix2,ChangedIndexP2,ChangedIndexP1,ChangedIndexR,ChangedIndexS1,ChangedIndexS2,MonoErrorPrefix2,MonoErrorPrefix1,MonoErrorRoot,MonoErrorSuffix1,MonoErrorSuffix2,MonoChangedIndexP2,MonoChangedIndexP1,MonoChangedIndexR,MonoChangedIndexS1,MonoChangedIndexS2
inyot,pr,,in,yot,,,5,nitoy,,ni,toy,,,,imyot,inyit,,,,1,1,,,,notoy,nidoy,,,,1,0,,
unter,pr,,un,ter,,,5,nuert,,nu,ert,,,,uwter,untar,,,,1,1,,,,ruert,nuewt,,,,0,1,,
ungage,pr,,un,gage,,,6,nuagge,,nu,agge,,,,angage,ungege,,,,0,1,,,,muagge,nuatge,,,,0,1,,
unels,pr,,un,els,,,5,nules,,nu,les,,,,anels,unals,,,,0,0,,,,rules,nulos,,,,0,1,,
inyot,pr,,in,yot,,,5,nityo,,ni,tyo,,,,iryot,inyos,,,,1,2,,,,natyo,nitno,,,,1,1,,
inehu,pr,,in,ehu,,,5,nieuh,,ni,euh,,,,onehu,inehe,,,,0,2,,,,wieuh,nieeh,,,,0,1,,
inrerg,pr,,in,rerg,,,6,nirger,,ni,rger,,,,anrerg,inremg,,,,0,2,,,,yirger,nirgir,,,,0,2,,
preter,pr,,pre,ter,,,6,pertre,,per,tre,,,,proter,preker,,,,2,0,,,,vertre,pertri,,,,0,2,,
degage,pr,,de,gage,,,6,edggea,,ed,ggea,,,,hegage,desage,,,,0,0,,,,idggea,edggee,,,,0,3,,
unels,pr,,un,els,,,5,nusel,,nu,sel,,,,umels,unils,,,,1,0,,,,rusel,nusil,,,,0,1,,
dehidad,pr,,de,hidad,,,7,edidhda,,ed,idhda,,,,hehidad,dehided,,,,0,3,,,,esidhda,edidhca,,,,1,3,,
deyot,pr,,de,yot,,,5,edyto,,ed,yto,,,,veyot,delot,,,,0,0,,,,odyto,edwto,,,,0,0,,
inyot,pr,,in,yot,,,5,nitoy,,ni,toy,,,,enyot,inrot,,,,0,0,,,,notoy,nitiy,,,,1,1,,
prererg,pr,,pre,rerg,,,7,erprger,,erp,rger,,,,trererg,prereng,,,,0,2,,,,ewprger,erplger,,,,1,0,,
preyot,pr,,pre,yot,,,6,erpoyt,,erp,oyt,,,,treyot,prerot,,,,0,0,,,,irpoyt,erpuyt,,,,0,0,,
inhidad,pr,,in,hidad,,,7,nihddia,,ni,hddia,,,,anhidad,inhidas,,,,0,4,,,,nehddia,nihcdia,,,,1,1,,
inhidad,pr,,in,hidad,,,7,niddaih,,ni,ddaih,,,,iyhidad,inhidav,,,,1,4,,,,middaih,niddaip,,,,0,4,,
pregage,pr,,pre,gage,,,7,erpegga,,erp,egga,,,,pragage,pregahe,,,,2,2,,,,empegga,erpegxa,,,,1,2,,
presop,pr,,pre,sop,,,6,eprosp,,epr,osp,,,,sresop,presup,,,,0,1,,,,etrosp,epresp,,,,1,0,,
unegah,pr,,un,egah,,,6,nugaeh,,nu,gaeh,,,,uyegah,unigah,,,,1,0,,,,nagaeh,nugaed,,,,1,3,,
preyot,pr,,pre,yot,,,6,repyto,,rep,yto,,,,pyeyot,prenot,,,,1,0,,,,ropyto,repyti,,,,1,2,,
inhidad,pr,,in,hidad,,,7,nidiadh,,ni,diadh,,,,anhidad,inbidad,,,,0,0,,,,yidiadh,nidaadh,,,,0,1,,
unemso,pr,,un,emso,,,6,nueoms,,nu,eoms,,,,umemso,uneyso,,,,1,1,,,,mueoms,nueums,,,,0,1,,
ungage,pr,,un,gage,,,6,nuegga,,nu,egga,,,,umgage,ungase,,,,1,2,,,,neegga,nueggu,,,,1,3,,
inter,pr,,in,ter,,,5,nitre,,ni,tre,,,,irter,intar,,,,1,1,,,,ritre,nitra,,,,0,2,,
prererg,pr,,pre,rerg,,,7,repgerr,,rep,gerr,,,,prurerg,prejerg,,,,2,0,,,,rebgerr,repcerr,,,,2,0,,
unemso,pr,,un,emso,,,6,nuosem,,nu,osem,,,,umemso,unerso,,,,1,1,,,,ruosem,nuesem,,,,0,0,,
inehu,pr,,in,ehu,,,5,nihue,,ni,hue,,,,onehu,inehi,,,,0,2,,,,nahue,nifue,,,,1,0,,
deyot,pr,,de,yot,,,5,edyto,,ed,yto,,,,dayot,derot,,,,1,0,,,,ehyto,edyso,,,,1,1,,
inehu,pr,,in,ehu,,,5,niueh,,ni,ueh,,,,anehu,ineku,,,,0,1,,,,wiueh,niuih,,,,0,1,,
inehu,pr,,in,ehu,,,5,niueh,,ni,ueh,,,,irehu,ineha,,,,1,2,,,,neueh,niuet,,,,1,2,,
unter,pr,,un,ter,,,5,nurte,,nu,rte,,,,inter,untor,,,,0,1,,,,murte,nunte,,,,0,0,,
pregage,pr,,pre,gage,,,7,epregga,,epr,egga,,,,pragage,pregege,,,,2,1,,,,ipregga,epregge,,,,0,3,,
inyot,pr,,in,yot,,,5,nioyt,,ni,oyt,,,,iryot,inyog,,,,1,2,,,,nooyt,niolt,,,,1,1,,
dehidad,pr,,de,hidad,,,7,edhddia,,ed,hddia,,,,tehidad,dehidat,,,,0,4,,,,ethddia,edtddia,,,,1,0,,
inrerg,pr,,in,rerg,,,6,niergr,,ni,ergr,,,,enrerg,inremg,,,,0,2,,,,naergr,niemgr,,,,1,1,,
deyot,pr,,de,yot,,,5,edtoy,,ed,toy,,,,teyot,deyoc,,,,0,2,,,,adtoy,edsoy,,,,0,0,,
inyot,pr,,in,yot,,,5,niyto,,ni,yto,,,,enyot,inmot,,,,0,0,,,,yiyto,nimto,,,,0,0,,
inyot,pr,,in,yot,,,5,nioty,,ni,oty,,,,onyot,inmot,,,,0,0,,,,lioty,niohy,,,,0,1,,
preter,pr,,pre,ter,,,6,erpret,,erp,ret,,,,freter,pretir,,,,0,1,,,,enpret,erprat,,,,1,1,,
preter,pr,,pre,ter,,,6,repret,,rep,ret,,,,pleter,pretew,,,,1,2,,,,regret,repreh,,,,2,2,,
unsop,pr,,un,sop,,,5,nuspo,,nu,spo,,,,uwsop,untop,,,,1,0,,,,muspo,nusho,,,,0,1,,
prererg,pr,,pre,rerg,,,7,reprger,,rep,rger,,,,prurerg,preyerg,,,,2,0,,,,riprger,repmger,,,,1,0,,
dererg,pr,,de,rerg,,,6,edegrr,,ed,egrr,,,,direrg,dereyg,,,,1,2,,,,adegrr,edetrr,,,,0,1,,
presop,pr,,pre,sop,,,6,eprops,,epr,ops,,,,hresop,presod,,,,0,2,,,,epmops,eprocs,,,,2,1,,
prererg,pr,,pre,rerg,,,7,repgrre,,rep,grre,,,,prorerg,prewerg,,,,2,0,,,,rapgrre,repgmre,,,,1,1,,
pregage,pr,,pre,gage,,,7,repggea,,rep,ggea,,,,pwegage,pregago,,,,1,3,,,,rapggea,rephgea,,,,1,0,,
degage,pr,,de,gage,,,6,edgeag,,ed,geag,,,,dugage,detage,,,,1,0,,,,etgeag,edgaag,,,,1,1,,
unemso,pr,,un,emso,,,6,nusome,,nu,some,,,,inemso,unelso,,,,0,1,,,,rusome,nusime,,,,0,1,,
inegah,pr,,in,egah,,,6,niaheg,,ni,aheg,,,,ilegah,inugah,,,,1,0,,,,nuaheg,niahed,,,,1,3,,
prehidad,pr,,pre,hidad,,,8,eprddiah,,epr,ddiah,,,,pwehidad,prehidas,,,,1,4,,,,uprddiah,eprddiaf,,,,0,4,,
deter,pr,,de,ter,,,5,edret,,ed,ret,,,,doter,detem,,,,1,2,,,,idret,edyet,,,,0,0,,
inehu,pr,,in,ehu,,,5,nieuh,,ni,euh,,,,onehu,inetu,,,,0,1,,,,lieuh,niouh,,,,0,0,,
unhidad,pr,,un,hidad,,,7,nudihad,,nu,dihad,,,,anhidad,unhudad,,,,0,1,,,,mudihad,nutihad,,,,0,0,,
unemso,pr,,un,emso,,,6,numeos,,nu,meos,,,,inemso,unerso,,,,0,1,,,,mumeos,numeoh,,,,0,3,,
dehidad,pr,,de,hidad,,,7,edahdid,,ed,ahdid,,,,dahidad,defidad,,,,1,0,,,,esahdid,edahsid,,,,1,2,,
preyot,pr,,pre,yot,,,6,repoty,,rep,oty,,,,pleyot,preyoc,,,,1,2,,,,rupoty,reposy,,,,1,1,,
deter,pr,,de,ter,,,5,edret,,ed,ret,,,,doter,detey,,,,1,2,,,,adret,edreh,,,,0,2,,
dehidad,pr,,de,hidad,,,7,edidhda,,ed,idhda,,,,dihidad,dehidat,,,,1,4,,,,ididhda,edichda,,,,0,1,,
degage,pr,,de,gage,,,6,edgeag,,ed,geag,,,,dogage,degape,,,,1,2,,,,adgeag,edgeog,,,,0,2,,
dererg,pr,,de,rerg,,,6,edregr,,ed,regr,,,,tererg,derert,,,,0,3,,,,odregr,edregm,,,,0,3,,
unrerg,pr,,un,rerg,,,6,nugerr,,nu,gerr,,,,onrerg,unmerg,,,,0,0,,,,negerr,nugern,,,,1,3,,
degage,pr,,de,gage,,,6,edegag,,ed,egag,,,,dagage,degape,,,,1,2,,,,ecegag,edegad,,,,1,3,,
inegah,pr,,in,egah,,,6,niageh,,ni,ageh,,,,enegah,inugah,,,,0,0,,,,neageh,niateh,,,,1,1,,
inemso,pr,,in,emso,,,6,nimeso,,ni,meso,,,,enemso,inemto,,,,0,2,,,,nameso,nimesa,,,,1,3,,
pregage,pr,,pre,gage,,,7,repeagg,,rep,eagg,,,,tregage,pregace,,,,0,2,,,,rapeagg,repeagt,,,,1,3,,
preyot,pr,,pre,yot,,,6,rpeoyt,,rpe,oyt,,,,prayot,premot,,,,2,0,,,,rpaoyt,rpeowt,,,,2,1,,
dehidad,pr,,de,hidad,,,7,ediddha,,ed,iddha,,,,pehidad,dehidid,,,,0,3,,,,ididdha,ediddho,,,,0,4,,
presop,pr,,pre,sop,,,6,rpeosp,,rpe,osp,,,,tresop,presep,,,,0,1,,,,rdeosp,rpeosb,,,,1,2,,
degage,pr,,de,gage,,,6,edgeag,,ed,geag,,,,fegage,degoge,,,,0,1,,,,ehgeag,edgeac,,,,1,3,,
inels,pr,,in,els,,,5,niesl,,ni,esl,,,,imels,inelt,,,,1,2,,,,neesl,niesm,,,,1,2,,
inhidad,pr,,in,hidad,,,7,niadihd,,ni,adihd,,,,onhidad,inhidaf,,,,0,4,,,,noadihd,niadihs,,,,1,4,,
inyot,pr,,in,yot,,,5,nioyt,,ni,oyt,,,,ilyot,inyat,,,,1,1,,,,mioyt,niayt,,,,0,0,,
insop,pr,,in,sop,,,5,nipso,,ni,pso,,,,ansop,inbop,,,,0,0,,,,mipso,nipdo,,,,0,1,,
deyot,pr,,de,yot,,,5,edtoy,,ed,toy,,,,diyot,demot,,,,1,0,,,,eptoy,edtor,,,,1,2,,
unegah,pr,,un,egah,,,6,nugeha,,nu,geha,,,,anegah,unedah,,,,0,1,,,,mugeha,nugaha,,,,0,1,,
deter,pr,,de,ter,,,5,edetr,,ed,etr,,,,teter,deder,,,,0,0,,,,egetr,edetm,,,,1,2,,
preter,pr,,pre,ter,,,6,eprert,,epr,ert,,,,dreter,pretem,,,,0,2,,,,egrert,eprerc,,,,1,2,,
gageful,rs,,,gage,ful,,7,gegaulf,,,gega,ulf,,,,gaheful,gagehul,,,,2,0,,,,gigaulf,gegailf,,,,1,0,
terful,rs,,,ter,ful,,6,ertlfu,,,ert,lfu,,,,turful,terfuw,,,,1,2,,,,emtlfu,ertmfu,,,,1,0,
ehuful,rs,,,ehu,ful,,6,euhluf,,,euh,luf,,,,eguful,ehuvul,,,,1,0,,,,eehluf,euhnuf,,,,1,0,
hidadful,rs,,,hidad,ful,,8,ihaddflu,,,ihadd,flu,,,,sidadful,hidaddul,,,,0,0,,,,ihakdflu,ihaddfmu,,,,3,1,
ehuion,rs,,,ehu,ion,,6,huenio,,,hue,nio,,,,eduion,ehuian,,,,1,1,,,,hienio,huemio,,,,1,0,
ehuion,rs,,,ehu,ion,,6,huenoi,,,hue,noi,,,,efuion,ehuien,,,,1,1,,,,haenoi,huenui,,,,1,1,
emsoable,rs,,,emso,able,,8,omsebeal,,,omse,beal,,,,emseable,emsoaple,,,,3,1,,,,omsobeal,omsebaal,,,,3,1,
ehuion,rs,,,ehu,ion,,6,heuino,,,heu,ino,,,,esuion,ehueon,,,,1,0,,,,teuino,heuiyo,,,,0,1,
ehuful,rs,,,ehu,ful,,6,hueufl,,,hue,ufl,,,,ehaful,ehufur,,,,2,2,,,,tueufl,hueuhl,,,,0,1,
terer,rs,,,ter,er,,5,rtere,,,rte,re,,,,tewer,terel,,,,2,1,,,,rsere,rteri,,,,1,1,
hidader,rs,,,hidad,er,,7,iadhdre,,,iadhd,re,,,,hidoder,hidadur,,,,3,0,,,,iodhdre,iadhdro,,,,1,1,
egahful,rs,,,egah,ful,,7,hegaluf,,,hega,luf,,,,egasful,egahfal,,,,3,1,,,,hetaluf,hegamuf,,,,2,0,
gageful,rs,,,gage,ful,,7,aeggluf,,,aegg,luf,,,,gaheful,gagefur,,,,2,2,,,,aegvluf,aeggruf,,,,3,0,
rergable,rs,,,rerg,able,,8,ergrlbae,,,ergr,lbae,,,,rerfable,rergahle,,,,3,1,,,,ergmlbae,ergrlbee,,,,3,2,
elsion,rs,,,els,ion,,6,eslino,,,esl,ino,,,,elhion,elsian,,,,2,1,,,,esmino,esline,,,,2,2,
egahable,rs,,,egah,able,,8,haegleba,,,haeg,leba,,,,etahable,egahabre,,,,1,2,,,,kaegleba,haegmeba,,,,0,0,
egahful,rs,,,egah,ful,,7,ehgaflu,,,ehga,flu,,,,egapful,egahhul,,,,3,0,,,,ihgaflu,ehgahlu,,,,0,0,
yotable,rs,,,yot,able,,7,oytlabe,,,oyt,labe,,,,lotable,yotabye,,,,0,2,,,,oyslabe,oytlibe,,,,2,1,
gageion,rs,,,gage,ion,,7,geagoin,,,geag,oin,,,,gegeion,gageiol,,,,1,2,,,,geigoin,geagoil,,,,2,2,
egahion,rs,,,egah,ion,,7,hgaenoi,,,hgae,noi,,,,egagion,egahaon,,,,3,0,,,,pgaenoi,hgaemoi,,,,0,0,
yotion,rs,,,yot,ion,,6,ytonio,,,yto,nio,,,,yogion,yotaon,,,,2,0,,,,rtonio,ytoneo,,,,0,1,
elsion,rs,,,els,ion,,6,lseoin,,,lse,oin,,,,ersion,elseon,,,,1,0,,,,lkeoin,lseoiw,,,,1,2,
emsoable,rs,,,emso,able,,8,smeoblae,,,smeo,blae,,,,emseable,emsoahle,,,,3,1,,,,smooblae,smeobyae,,,,2,1,
hidadion,rs,,,hidad,ion,,8,iddahoni,,,iddah,oni,,,,hidasion,hidadiol,,,,4,2,,,,iddihoni,iddaheni,,,,3,0,
emsoion,rs,,,emso,ion,,7,seomino,,,seom,ino,,,,emsaion,emsoiin,,,,3,1,,,,seamino,seomine,,,,2,2,
emsoable,rs,,,emso,able,,8,oemsaleb,,,oems,aleb,,,,emvoable,emsoadle,,,,2,1,,,,eemsaleb,oemsalob,,,,0,2,
egahful,rs,,,egah,ful,,7,hegaluf,,,hega,luf,,,,egohful,egahfal,,,,2,1,,,,higaluf,hegamuf,,,,1,0,
emsoful,rs,,,emso,ful,,7,eosmluf,,,eosm,luf,,,,emseful,emsovul,,,,3,0,,,,easmluf,eosmlut,,,,1,2,
gageion,rs,,,gage,ion,,7,aeggnoi,,,aegg,noi,,,,gateion,gageien,,,,2,1,,,,ieggnoi,aeggnai,,,,0,1,
yotion,rs,,,yot,ion,,6,toynoi,,,toy,noi,,,,rotion,yotoon,,,,0,0,,,,tolnoi,toynei,,,,2,1,
ehuion,rs,,,ehu,ion,,6,heunio,,,heu,nio,,,,ehaion,ehueon,,,,2,0,,,,heanio,heunia,,,,2,2,
terion,rs,,,ter,ion,,6,ertoni,,,ert,oni,,,,tirion,terior,,,,1,2,,,,erconi,erteni,,,,2,0,
rergion,rs,,,rerg,ion,,7,egrroin,,,egrr,oin,,,,mergion,rergoon,,,,0,0,,,,egjroin,egrrein,,,,2,0,
elsful,rs,,,els,ful,,6,sleulf,,,sle,ulf,,,,ulsful,elstul,,,,0,0,,,,sluulf,sleulp,,,,2,2,
gageful,rs,,,gage,ful,,7,geagflu,,,geag,flu,,,,cageful,gagefal,,,,0,1,,,,gaagflu,geagfle,,,,1,2,
terable,rs,,,ter,able,,7,reteabl,,,ret,eabl,,,,temable,terablo,,,,2,3,,,,rateabl,reteebl,,,,1,1,
ehuer,rs,,,ehu,er,,5,euhre,,,euh,re,,,,ahuer,ehuor,,,,0,0,,,,ouhre,euhri,,,,0,1,
hidadion,rs,,,hidad,ion,,8,dihdaino,,,dihda,ino,,,,hihadion,hidadiom,,,,2,2,,,,duhdaino,dihdainu,,,,1,2,
emsoer,rs,,,emso,er,,6,osmere,,,osme,re,,,,omsoer,emsoew,,,,0,1,,,,usmere,osmewe,,,,0,0,
emsoion,rs,,,emso,ion,,7,esomoni,,,esom,oni,,,,ersoion,emsoiin,,,,1,1,,,,osomoni,esomono,,,,0,2,
emsoion,rs,,,emso,ion,,7,omsenoi,,,omse,noi,,,,emdoion,emsoior,,,,2,2,,,,omsanoi,omsenai,,,,3,1,
sopion,rs,,,sop,ion,,6,ospnio,,,osp,nio,,,,topion,sopior,,,,0,2,,,,oppnio,ospmio,,,,1,0,
emsoful,rs,,,emso,ful,,7,seomluf,,,seom,luf,,,,ersoful,emsofil,,,,1,1,,,,deomluf,seommuf,,,,0,0,
hidadable,rs,,,hidad,able,,9,addihbela,,,addih,bela,,,,hididable,hidadabme,,,,3,2,,,,addohbela,addihbele,,,,3,3,
ehuful,rs,,,ehu,ful,,6,uehufl,,,ueh,ufl,,,,eguful,ehufuy,,,,1,2,,,,aehufl,uehofl,,,,0,0,
elsion,rs,,,els,ion,,6,lsenoi,,,lse,noi,,,,ersion,elsiom,,,,1,2,,,,lsonoi,lseyoi,,,,2,0,
terion,rs,,,ter,ion,,6,rteoni,,,rte,oni,,,,tarion,teriow,,,,1,2,,,,rheoni,rteori,,,,1,1,
rergion,rs,,,rerg,ion,,7,rrgeino,,,rrge,ino,,,,rirgion,rergiow,,,,1,2,,,,rrguino,rrgeiro,,,,3,1,
hidader,rs,,,hidad,er,,7,adihdre,,,adihd,re,,,,hidoder,hidadem,,,,3,1,,,,adehdre,adihdwe,,,,2,0,
elsion,rs,,,els,ion,,6,esloin,,,esl,oin,,,,ersion,elsiom,,,,1,2,,,,asloin,eslein,,,,0,0,
terion,rs,,,ter,ion,,6,trenoi,,,tre,noi,,,,herion,tereon,,,,0,0,,,,grenoi,trenoo,,,,0,2,
ehuful,rs,,,ehu,ful,,6,hueflu,,,hue,flu,,,,ohuful,ehufel,,,,0,1,,,,pueflu,hueclu,,,,0,0,
elsful,rs,,,els,ful,,6,sleulf,,,sle,ulf,,,,ersful,elsfum,,,,1,2,,,,cleulf,sleurf,,,,0,1,
emsoful,rs,,,emso,ful,,7,oesmufl,,,oesm,ufl,,,,amsoful,emsocul,,,,0,0,,,,ousmufl,oesmudl,,,,1,1,
gageful,rs,,,gage,ful,,7,geagulf,,,geag,ulf,,,,gagiful,gagefum,,,,3,2,,,,keagulf,geagalf,,,,0,0,
elsion,rs,,,els,ion,,6,seloin,,,sel,oin,,,,elhion,elsiun,,,,2,1,,,,semoin,seloen,,,,2,1,
hidadion,rs,,,hidad,ion,,8,didahoni,,,didah,oni,,,,hisadion,hidadien,,,,2,1,,,,didadoni,didahini,,,,4,0,
elser,rs,,,els,er,,5,slere,,,sle,re,,,,ilser,elsor,,,,0,0,,,,smere,slero,,,,1,1,
gageful,rs,,,gage,ful,,7,eaggflu,,,eagg,flu,,,,gegeful,gagehul,,,,1,0,,,,eafgflu,eaggfru,,,,2,1,
emsoful,rs,,,emso,ful,,7,smeolfu,,,smeo,lfu,,,,emseful,emsocul,,,,3,0,,,,smealfu,smeonfu,,,,3,0,
emsoful,rs,,,emso,ful,,7,smoelfu,,,smoe,lfu,,,,imsoful,emsofuw,,,,0,2,,,,tmoelfu,smoeltu,,,,0,1,
emsoer,rs,,,emso,er,,6,seomre,,,seom,re,,,,imsoer,emsoir,,,,0,0,,,,saomre,seomra,,,,1,1,
emsoer,rs,,,emso,er,,6,smoere,,,smoe,re,,,,ewsoer,emsoir,,,,1,0,,,,smoore,smoeme,,,,3,0,
terful,rs,,,ter,ful,,6,ertulf,,,ert,ulf,,,,tenful,terfum,,,,2,2,,,,ejtulf,ertulh,,,,1,2,
gageable,rs,,,gage,able,,8,egagbale,,,egag,bale,,,,gagoable,gageabli,,,,3,3,,,,egogbale,egagbile,,,,2,1,
terion,rs,,,ter,ion,,6,trenio,,,tre,nio,,,,tirion,teruon,,,,1,0,,,,hrenio,trenie,,,,0,2,
gageable,rs,,,gage,able,,8,aggealbe,,,agge,albe,,,,pageable,gageuble,,,,0,0,,,,atgealbe,aggealse,,,,1,2,
ehuion,rs,,,ehu,ion,,6,hueoin,,,hue,oin,,,,ohuion,ehueon,,,,0,0,,,,heeoin,hueoun,,,,1,1,
egahion,rs,,,egah,ion,,7,gehaoin,,,geha,oin,,,,egohion,egahior,,,,2,2,,,,gihaoin,gehaoiy,,,,1,2,
emsoful,rs,,,emso,ful,,7,moesufl,,,moes,ufl,,,,empoful,emsofil,,,,2,1,,,,moisufl,moesofl,,,,2,0,
ehuable,rs,,,ehu,able,,7,uhebale,,,uhe,bale,,,,ohuable,ehuasle,,,,0,1,,,,uhobale,uhebalo,,,,2,3,
emsoable,rs,,,emso,able,,8,esmoebla,,,esmo,ebla,,,,umsoable,emsoeble,,,,0,0,,,,epmoebla,esmoobla,,,,1,0,
soper,rs,,,sop,er,,5,ospre,,,osp,re,,,,saper,sopar,,,,1,0,,,,ovpre,ospra,,,,1,1,
emsoer,rs,,,emso,er,,6,mseore,,,mseo,re,,,,omsoer,emsoor,,,,0,0,,,,mteore,mseori,,,,1,1,
terful,rs,,,ter,ful,,6,treulf,,,tre,ulf,,,,tirful,terfum,,,,1,2,,,,traulf,treumf,,,,2,1,
egahion,rs,,,egah,ion,,7,ahgeoin,,,ahge,oin,,,,egehion,egahian,,,,2,1,,,,ahgioin,ahgeain,,,,3,0,
sopion,rs,,,sop,ion,,6,spoino,,,spo,ino,,,,sepion,sopien,,,,1,1,,,,tpoino,spoimo,,,,0,1,
rergion,rs,,,rerg,ion,,7,greroni,,,grer,oni,,,,rargion,rergoon,,,,1,0,,,,gmeroni,greromi,,,,1,1,
ehuable,rs,,,ehu,able,,7,heuelab,,,heu,elab,,,,etuable,ehuabme,,,,1,2,,,,heielab,heuemab,,,,2,1,
ehuion,rs,,,ehu,ion,,6,uheino,,,uhe,ino,,,,ohuion,ehuiin,,,,0,1,,,,uhuino,uheeno,,,,2,0,
hidader,rs,,,hidad,er,,7,hiaddre,,,hiadd,re,,,,cidader,hidadem,,,,0,1,,,,hiabdre,hiaddme,,,,3,0,
egahful,rs,,,egah,ful,,7,aehgflu,,,aehg,flu,,,,ecahful,egahfum,,,,1,2,,,,aahgflu,aehgfmu,,,,1,1,
emsoion,rs,,,emso,ion,,7,oesmino,,,oesm,ino,,,,emdoion,emsoiom,,,,2,2,,,,oesrino,oesmiro,,,,3,1,
gageion,rs,,,gage,ion,,7,gegaoni,,,gega,oni,,,,gugeion,gageian,,,,1,1,,,,gegioni,gegaini,,,,3,0,
gageion,rs,,,gage,ion,,7,ggeanio,,,ggea,nio,,,,gagoion,gageaon,,,,3,0,,,,ggeenio,ggeanie,,,,3,2,
hidadful,rs,,,hidad,ful,,8,aihddflu,,,aihdd,flu,,,,hidabful,hidadfum,,,,4,2,,,,aihdhflu,aihddfle,,,,4,2,
hidadion,rs,,,hidad,ion,,8,iddhaino,,,iddha,ino,,,,hisadion,hidadiol,,,,2,2,,,,idshaino,iddhaeno,,,,2,0,
ehuion,rs,,,ehu,ion,,6,uehnoi,,,ueh,noi,,,,ohuion,ehuiun,,,,0,1,,,,uihnoi,uehnai,,,,1,1,
yotful,rs,,,yot,ful,,6,tyoluf,,,tyo,luf,,,,rotful,yotfal,,,,0,1,,,,tloluf,tyolus,,,,1,2,
gageful,rs,,,gage,ful,,7,gegalfu,,,gega,lfu,,,,gaveful,gagefel,,,,2,1,,,,segalfu,gegawfu,,,,0,0,
soper,rs,,,sop,er,,5,posre,,,pos,re,,,,soser,sopir,,,,2,0,,,,potre,posra,,,,2,1,
yotful,rs,,,yot,ful,,6,tyoluf,,,tyo,luf,,,,yetful,yotgul,,,,1,0,,,,dyoluf,tyolut,,,,0,2,
egahion,rs,,,egah,ion,,7,eahgoin,,,eahg,oin,,,,ehahion,egahian,,,,1,1,,,,easgoin,eahgain,,,,2,0,
yotion,rs,,,yot,ion,,6,toynoi,,,toy,noi,,,,yosion,yotior,,,,2,2,,,,hoynoi,toynai,,,,0,1,
hidader,rs,,,hidad,er,,7,dadhire,,,dadhi,re,,,,hudader,hidadem,,,,1,1,,,,daddire,dadhime,,,,3,0,
terion,rs,,,ter,ion,,6,rtenio,,,rte,nio,,,,torion,terian,,,,1,1,,,,rhenio,rtenii,,,,1,2,
egahable,rs,,,egah,able,,8,haegebla,,,haeg,ebla,,,,egehable,egaheble,,,,2,0,,,,heegebla,haegebra,,,,1,2,
rergion,rs,,,rerg,ion,,7,greroni,,,grer,oni,,,,relgion,rergoon,,,,2,0,,,,gmeroni,grerini,,,,1,0,
emsoful,rs,,,emso,ful,,7,moseluf,,,mose,luf,,,,emsiful,emsofum,,,,3,2,,,,moteluf,moseruf,,,,2,0,
yoter,rs,,,yot,er,,5,oytre,,,oyt,re,,,,yoher,yoten,,,,2,1,,,,ortre,oytri,,,,1,1,
terable,rs,,,ter,able,,7,etrblae,,,etr,blae,,,,temable,terabne,,,,2,2,,,,esrblae,etrbyae,,,,1,1,
elsable,rs,,,els,able,,7,lsealbe,,,lse,albe,,,,olsable,elsible,,,,0,0,,,,lfealbe,lsealba,,,,1,3,
ehuable,rs,,,ehu,able,,7,euhlaeb,,,euh,laeb,,,,ahuable,ehuabre,,,,0,2,,,,eehlaeb,euhlaed,,,,1,3,
hidadful,rs,,,hidad,ful,,8,dahdiflu,,,dahdi,flu,,,,hidedful,hidadfel,,,,3,1,,,,dahviflu,dahdifle,,,,3,2,
gageion,rs,,,gage,ion,,7,ggaeoni,,,ggae,oni,,,,gigeion,gageiom,,,,1,2,,,,ggaaoni,ggaeowi,,,,3,1,
hidader,rs,,,hidad,er,,7,hddiare,,,hddia,re,,,,hedader,hidadew,,,,1,1,,,,htdiare,hddiale,,,,1,0,
terful,rs,,,ter,ful,,6,etrlfu,,,etr,lfu,,,,tarful,terfur,,,,1,2,,,,atrlfu,etrrfu,,,,0,0,
emsoer,rs,,,emso,er,,6,soemre,,,soem,re,,,,emtoer,emsoem,,,,2,1,,,,soomre,soemro,,,,2,1,
egaher,rs,,,egah,er,,6,ehagre,,,ehag,re,,,,egaper,egahem,,,,3,1,,,,ehigre,ehagru,,,,2,1,
emsoion,rs,,,emso,ion,,7,osmenio,,,osme,nio,,,,umsoion,emsoiom,,,,0,2,,,,osmonio,osmenia,,,,3,2,
terion,rs,,,ter,ion,,6,ertoni,,,ert,oni,,,,tarion,tereon,,,,1,0,,,,erboni,ertone,,,,2,2,
egahful,rs,,,egah,ful,,7,eghaufl,,,egha,ufl,,,,agahful,egahfel,,,,0,1,,,,egheufl,eghauhl,,,,3,1,
ehuion,rs,,,ehu,ion,,6,huenio,,,hue,nio,,,,uhuion,ehuien,,,,0,1,,,,tuenio,huenuo,,,,0,1,
yotion,rs,,,yot,ion,,6,oytnoi,,,oyt,noi,,,,yovion,yotian,,,,2,1,,,,oygnoi,oytwoi,,,,2,0,
