"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","file_id","fKeyMeansCorrect","ID","responses","final_height_px","final_width_px","scale_factor","view_history","type","first","second","same_key","different_key","answer","gap_duration","second_stim_duration","post_trial_gap","first_stim_duration","prompt","correct","response","encoding_time","condition","root","prefixes","suffixes","word","error_to_which_morpheme","i_morpheme","i_within_morpheme","target_letter_before_error","letter_after_error","error_word","is_error"
"1015.2000000476837","","same-different-html","140","2788372","0.0-140.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnifradsioussen","sidnifradsioussen","f","j","same","1000","2000","500","null","null","true","70","1667.5","pprss","frad","sid_ni","siou_ssen","sidnifradsioussen","p","0.0","2","d","c","sicnifradsioussen","0"
"648.2000000476837","","same-different-html","141","2793129","0.0-141.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnisiwouisyl","sidnisiwouisyl","f","j","same","1000","2000","500","null","null","true","70","2135.600000023842","pprss","siw","sid_ni","ouis_yl","sidnisiwouisyl","r","","2","w","y","sidnisiyouisyl","0"
"850.7999999523163","","same-different-html","142","2797591","0.0-142.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","dedarfization","dedarfizatiom","f","j","different","1000","2000","500","null","null","false","70","1861.6999999284744","prsss","darf","de","iz_at_ion","dedarfization","s","2.0","2","n","m","dedarfizatiom","1"
"1887.5","","same-different-html","143","2803756","0.0-143.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","eddeegvitaino","eddeegvitaino","f","j","same","1000","2000","500","null","null","true","70","2265.5","prsss","deeg","ed","vi_ta_ino","eddeegvitaino","r","","2","e","u","eddeugvitaino","0"
"835.3999999761581","","same-different-html","144","2808239","0.0-144.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","genouisyl","senouisyl","f","j","different","1000","2000","500","null","null","true","74","1666.8000000715256","rss","gen","","ouis_yl","genouisyl","r","","0","g","s","senouisyl","1"
"1309.3000000715256","","same-different-html","145","2812673","0.0-145.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnineilnat","sidnineilnat","f","j","same","1000","2000","500","null","null","true","70","1364.0999999046326","pprs","neil","sid_ni","nat","sidnineilnat","p","1.0","1","i","a","sidnaneilnat","0"
"812.6000000238419","","same-different-html","146","2816261","0.0-146.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","belsless","belslesg","f","j","different","1000","2000","500","null","null","true","74","851","rs","bels","","less","belsless","s","0.0","3","s","g","belslesg","1"
"740.8000000715256","","same-different-html","147","2819437","0.0-147.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","wisness","wisness","f","j","same","1000","2000","500","null","null","true","70","668.2999999523163","rs","wis","","ness","wisness","s","0.0","1","e","i","wisniss","0"
"713.4000000953674","","same-different-html","148","2823331","0.0-148.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","touromneyl","touromneyl","f","j","same","1000","2000","500","null","null","true","70","1359.8000000715256","prss","rom","tou","ne_yl","touromneyl","r","","1","o","i","tourimneyl","0"
"982.1999999284744","","same-different-html","149","2827816","0.0-149.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","disindrunionary","disindrunionary","f","j","same","1000","2000","500","null","null","true","70","1541.2999999523163","pprss","drun","dis_in","ion_ary","disindrunionary","r","","3","n","m","disindrumionary","0"
"570.3000000715256","","same-different-html","150","2830926","0.0-150.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","negically","negically","f","j","same","1000","2000","500","null","null","true","70","708.0999999046326","rsss","neg","","ic_al_ly","negically","r","","0","n","m","megically","0"
"2055.5","","same-different-html","151","2837088","0.0-151.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nunautsitcilayl","nunautsitcimayl","f","j","different","1000","2000","500","null","null","true","74","2285.7999999523163","prssss","naut","nu","sit_ci_la_yl","nunautsitcilayl","s","2.0","0","l","m","nunautsitcimayl","1"
"1597.2999999523163","","same-different-html","152","2843073","0.0-152.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnigenouisyl","sidnigenouisyl","f","j","same","1000","2000","500","null","null","true","70","2421.5","pprss","gen","sid_ni","ouis_yl","sidnigenouisyl","s","1.0","1","l","n","sidnigenouisyn","0"
"870.2000000476837","","same-different-html","153","2846588","0.0-153.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","moosro","moosra","f","j","different","1000","2000","500","null","null","true","74","616.1999999284744","rs","moos","","ro","moosro","s","0.0","1","o","a","moosra","1"
"947.2000000476837","","same-different-html","154","2851211","0.0-154.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","imsoomicablity","imtoomicablity","f","j","different","1000","2000","500","null","null","true","74","1816","prsss","soom","im","ic_abl_ity","imsoomicablity","r","","0","s","t","imtoomicablity","1"
"691.0999999046326","","same-different-html","155","2854501","0.0-155.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","mofsels","mofsels","f","j","same","1000","2000","500","null","null","true","70","772.3999999761581","rs","mof","","sels","mofsels","s","0.0","1","e","u","mofsuls","0"
"1932.5","","same-different-html","156","2859639","0.0-156.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnipurtnat","sidnipurtnut","f","j","different","1000","2000","500","null","null","false","70","1404.5","pprs","purt","sid_ni","nat","sidnipurtnat","s","0.0","1","a","u","sidnipurtnut","1"
"1068.6000000238419","","same-different-html","157","2863939","0.0-157.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nucisou","nucisou","f","j","same","1000","2000","500","null","null","true","70","1277.1000000238419","rs","nuc","","isou","nucisou","s","0.0","1","s","t","nucitou","0"
"731.6999999284744","","same-different-html","158","2867463","0.0-158.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","dislienly","kislienly","f","j","different","1000","2000","500","null","null","true","74","815.9000000953674","prs","lien","dis","ly","dislienly","p","0.0","0","d","k","kislienly","1"
"990.5","","same-different-html","159","2871187","0.0-159.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","unreamalisticly","enreamalisticly","f","j","different","1000","2000","500","null","null","false","70","969.8999999761581","prssss","ream","un","al_ist_ic_ly","unreamalisticly","p","0.0","0","u","e","enreamalisticly","1"
"1843.6999999284744","","same-different-html","160","2877781","0.0-160.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ermirieknemt","ermirieknemt","f","j","same","1000","2000","500","null","null","true","70","2899.7000000476837","pprs","riek","er_mi","nemt","ermirieknemt","s","0.0","3","t","c","ermirieknemc","0"
"479.5","","same-different-html","161","2881400","0.0-161.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","morationally","moratianally","f","j","different","1000","2000","500","null","null","false","70","1154","rssss","mor","","at_ion_al_ly","morationally","s","1.0","1","o","a","moratianally","1"
"987.1000000238419","","same-different-html","162","2884897","0.0-162.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","revomar","rovomar","f","j","different","1000","2000","500","null","null","true","74","637.1000000238419","pr","mar","revo","","revomar","p","0.0","1","e","o","rovomar","1"
"984.3999999761581","","same-different-html","163","2888923","0.0-163.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","abketality","abketanity","f","j","different","1000","2000","500","null","null","false","70","1227.8000000715256","prss","ket","ab","al_ity","abketality","s","0.0","1","l","n","abketanity","1"
"722.1000000238419","","same-different-html","164","2892384","0.0-164.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","negality","negality","f","j","same","1000","2000","500","null","null","true","70","602.8999999761581","rss","neg","","al_ity","negality","r","","0","n","l","legality","0"
"1265.0999999046326","","same-different-html","165","2897452","0.0-165.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","undrunalisticly","undrunalisticlr","f","j","different","1000","2000","500","null","null","true","74","2031.6999999284744","prssss","drun","un","al_ist_ic_ly","undrunalisticly","s","3.0","1","y","r","undrunalisticlr","1"
"625.7000000476837","","same-different-html","166","2900734","0.0-166.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nudob","nudab","f","j","different","1000","2000","500","null","null","true","74","590.5","pr","dob","nu","","nudob","r","","1","o","a","nudab","1"
"1380.7999999523163","","same-different-html","167","2905540","0.0-167.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","lienalism","lienalism","f","j","same","1000","2000","500","null","null","true","70","1698.3999999761581","rss","lien","","al_ism","lienalism","s","1.0","1","s","h","lienalihm","0"
"1693.6999999284744","","same-different-html","168","2910688","0.0-168.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","outcetenness","outcetenness","f","j","same","1000","2000","500","null","null","true","70","1660.2999999523163","prss","cet","out","en_ness","outcetenness","s","0.0","0","e","i","outcetinness","0"
"725.1000000238419","","same-different-html","169","2914111","0.0-169.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","keat","keat","f","j","same","1000","2000","500","null","null","true","70","491.1999999284744","r","keat","","","keat","r","","1","e","u","kuat","0"
"4510.400000095367","","same-different-html","170","2922104","0.0-170.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnimearoni","sidnimearomi","f","j","different","1000","2000","500","null","null","true","74","1499.8999999761581","pprs","mear","sid_ni","oni","sidnimearoni","s","0.0","1","n","m","sidnimearomi","1"
"777.1000000238419","","same-different-html","171","2925644","0.0-171.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","reemeta","reemeti","f","j","different","1000","2000","500","null","null","false","70","617.0999999046326","rs","reem","","eta","reemeta","s","0.0","2","a","i","reemeti","1"
"837.6000000238419","","same-different-html","172","2932032","0.0-172.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","moostainolayl","moostainolayl","f","j","same","1000","2000","500","null","null","true","70","3780.899999976158","rssss","moos","","ta_ino_la_yl","moostainolayl","s","0.0","0","t","k","mooskainolayl","0"
"1236.7999999523163","","same-different-html","173","2936439","0.0-173.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ersidsarp","eysidsarp","f","j","different","1000","2000","500","null","null","true","74","1259.2000000476837","ppr","sarp","er_sid","","ersidsarp","p","0.0","1","r","y","eysidsarp","1"
"906.1999999284744","","same-different-html","174","2940513","0.0-174.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnifradoniyar","sidnifradoniyar","f","j","same","1000","2000","500","null","null","true","70","1366.2999999523163","pprss","frad","sid_ni","oni_yar","sidnifradoniyar","r","","1","r","m","sidnifmadoniyar","0"
"946.8999999761581","","same-different-html","175","2944754","0.0-175.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ersimriek","ersimriek","f","j","same","1000","2000","500","null","null","true","70","1385.5","ppr","riek","er_sim","","ersimriek","r","","0","r","l","ersimliek","0"
"1080.5","","same-different-html","176","2951033","0.0-176.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","dislienity","dislienity","f","j","same","1000","2000","500","null","null","true","70","3255.600000023842","prs","lien","dis","ity","dislienity","r","","3","n","w","disliewity","0"
"692.0999999046326","","same-different-html","177","2954964","0.0-177.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","prekoul","prekoel","f","j","different","1000","2000","500","null","null","true","74","1044.2000000476837","pr","koul","pre","","prekoul","r","","2","u","e","prekoel","1"
"1444.2999999523163","","same-different-html","178","2962162","0.0-178.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","bakeatlatiy","bakeaplatiy","f","j","different","1000","2000","500","null","null","true","74","3939.0999999046326","prss","keat","ba","la_tiy","bakeatlatiy","r","","3","t","p","bakeaplatiy","1"
"786.5","","same-different-html","179","2968053","0.0-179.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","edpurttanoialsim","adpurttanoialsim","f","j","different","1000","2000","500","null","null","true","74","3108","prssss","purt","ed","ta_noi_al_sim","edpurttanoialsim","p","0.0","0","e","a","adpurttanoialsim","1"
"901.1999999284744","","same-different-html","180","2972656","0.0-180.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","reimtaunable","meimtaunable","f","j","different","1000","2000","500","null","null","true","74","1880","pprs","taun","re_im","able","reimtaunable","p","0.0","0","r","m","meimtaunable","1"
"779.2000000476837","","same-different-html","181","2976147","0.0-181.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","fommentally","fommentally","f","j","same","1000","2000","500","null","null","false","74","913.7999999523163","rsss","fom","","ment_al_ly","fommentally","r","","1","o","e","femmentally","0"
"2027","","same-different-html","182","2988874","0.0-182.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","negmentally","negmantally","f","j","different","1000","2000","500","null","null","true","74","899.3999999761581","rsss","neg","","ment_al_ly","negmentally","s","0.0","1","e","a","negmantally","1"
"1331.1999999284744","","same-different-html","183","2993071","0.0-183.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","clatalism","cratalism","f","j","different","1000","2000","500","null","null","true","74","1071.7000000476837","rss","clat","","al_ism","clatalism","r","","1","l","r","cratalism","1"
"725.5","","same-different-html","184","2996445","0.0-184.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","reemla","reemla","f","j","same","1000","2000","500","null","null","true","70","642.2000000476837","rs","reem","","la","reemla","r","","2","e","o","reomla","0"
"937.1000000238419","","same-different-html","185","3000689","0.0-185.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnitecouisyl","sidnitecouisyl","f","j","same","1000","2000","500","null","null","true","70","1320.8999999761581","pprss","tec","sid_ni","ouis_yl","sidnitecouisyl","p","0.0","0","s","c","cidnitecouisyl","0"
"622.8999999761581","","same-different-html","186","3003905","0.0-186.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","disinnegion","disinnegien","f","j","different","1000","2000","500","null","null","false","70","661.0999999046326","pprs","neg","dis_in","ion","disinnegion","s","0.0","1","o","e","disinnegien","1"
"719.5","","same-different-html","187","3007563","0.0-187.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","mifradcilbatiy","mifmadcilbatiy","f","j","different","1000","2000","500","null","null","true","74","939.2999999523163","prsss","frad","mi","ci_lba_tiy","mifradcilbatiy","r","","1","r","m","mifmadcilbatiy","1"
"597.0999999046326","","same-different-html","188","3010712","0.0-188.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","bodless","bodlevs","f","j","different","1000","2000","500","null","null","true","74","625.4000000953674","rs","bod","","less","bodless","s","0.0","2","s","v","bodlevs","1"
"1988.8999999761581","","same-different-html","189","3015549","0.0-189.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","purtulfyl","purculfyl","f","j","different","1000","2000","500","null","null","true","74","1210.6000000238419","rss","purt","","ulf_yl","purtulfyl","r","","3","t","c","purculfyl","1"
"728.7000000476837","","same-different-html","190","3021797","0.0-190.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","remislienment","remisloenment","f","j","different","1000","2000","500","null","null","true","74","3603.399999976158","pprs","lien","re_mis","ment","remislienment","r","","1","i","o","remisloenment","1"
"926.6000000238419","","same-different-html","191","3025558","0.0-191.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","retinneil","retinneir","f","j","different","1000","2000","500","null","null","true","74","939.7000000476837","pr","neil","retin","","retinneil","r","","3","l","r","retinneir","1"
"995.2000000476837","","same-different-html","192","3030230","0.0-192.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","disinglociousness","disingmociousness","f","j","different","1000","2000","500","null","null","true","74","1956.2999999523163","pprss","gloc","dis_in","ious_ness","disinglociousness","r","","1","l","m","disingmociousness","1"
"1314.6000000238419","","same-different-html","193","3034109","0.0-193.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","rom","rom","f","j","same","1000","2000","500","null","null","true","70","545.2000000476837","r","rom","","","rom","r","","1","o","e","rem","0"
"489.8000000715256","","same-different-html","194","3036948","0.0-194.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","soom","soom","f","j","same","1000","2000","500","null","null","true","70","538.6000000238419","r","soom","","","soom","r","","2","o","a","soam","0"
"496","","same-different-html","195","3039904","0.0-195.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","uppont","uppont","f","j","same","1000","2000","500","null","null","true","70","690.8000000715256","pr","pont","up","","uppont","p","0.0","1","p","d","udpont","0"
"426.89999997615814","","same-different-html","196","3042876","0.0-196.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","errom","errom","f","j","same","1000","2000","500","null","null","true","70","827.2000000476837","pr","rom","er","","errom","p","0.0","1","r","l","elrom","0"
"682.2000000476837","","same-different-html","197","3046683","0.0-197.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","girtational","girtatuonal","f","j","different","1000","2000","500","null","null","true","74","1045.5","rss","girt","","ation_al","girtational","s","0.0","2","i","u","girtatuonal","1"
"902.7000000476837","","same-different-html","198","3051103","0.0-198.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","micolgoni","micolgeni","f","j","different","1000","2000","500","null","null","true","74","1693.2000000476837","prs","colg","mi","oni","micolgoni","s","0.0","0","o","e","micolgeni","1"
"679.2000000476837","","same-different-html","199","3054269","0.0-199.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","overpras","overpras","f","j","same","1000","2000","500","null","null","true","70","676.8000000715256","pr","pras","over","","overpras","r","","0","p","t","overtras","0"
"1832.5","","same-different-html","200","3058972","0.0-200.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","prenegically","prinegically","f","j","different","1000","2000","500","null","null","false","70","987.8999999761581","prsss","neg","pre","ic_al_ly","prenegically","p","0.0","2","e","i","prinegically","1"
"1033.1000000238419","","same-different-html","201","3063319","0.0-201.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","riekcilayl","raekcilayl","f","j","different","1000","2000","500","null","null","true","74","1439.7999999523163","rsss","riek","","ci_la_yl","riekcilayl","r","","1","i","a","raekcilayl","1"
"642.7999999523163","","same-different-html","202","3067023","0.0-202.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","lonisticate","lonisticate","f","j","same","1000","2000","500","null","null","true","70","1042.2000000476837","rsss","lon","","ist_ic_ate","lonisticate","s","1.0","0","i","e","lonistecate","0"
"783.9000000953674","","same-different-html","203","3072731","0.0-203.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","denegalization","denedalization","f","j","different","1000","2000","500","null","null","true","74","3117.9000000953674","prssss","neg","de","al_iz_at_ion","denegalization","r","","2","g","d","denedalization","1"
"1476.2999999523163","","same-different-html","204","3077490","0.0-204.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","disingirtiously","disingirtiously","f","j","same","1000","2000","500","null","null","true","70","1525.7000000476837","pprss","girt","dis_in","ious_ly","disingirtiously","r","","2","r","m","disingimtiously","0"
"690.5999999046326","","same-different-html","205","3081233","0.0-205.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","martainolayl","martainolayl","f","j","same","1000","2000","500","null","null","true","70","965","rssss","mar","","ta_ino_la_yl","martainolayl","r","","2","r","n","mantainolayl","0"
"852","","same-different-html","206","3085009","0.0-206.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nucnaitola","nucnaitola","f","j","same","1000","2000","500","null","null","true","70","1155.1000000238419","rss","nuc","","naito_la","nucnaitola","s","1.0","0","l","m","nucnaitoma","0"
"918.6000000238419","","same-different-html","207","3094776","0.0-207.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","krewational","frewational","f","j","different","1000","2000","500","null","null","true","74","6703.800000071526","rss","krew","","ation_al","krewational","r","","0","k","f","frewational","1"
"987","","same-different-html","208","3098537","0.0-208.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","disgirter","disgirtor","f","j","different","1000","2000","500","null","null","true","74","826.6000000238419","prs","girt","dis","er","disgirter","s","0.0","0","e","o","disgirtor","1"
"1076.5","","same-different-html","209","3102145","0.0-209.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","outbels","outbems","f","j","different","1000","2000","500","null","null","true","74","689.5","pr","bels","out","","outbels","r","","2","l","m","outbems","1"
"1286.5999999046326","","same-different-html","210","3106921","0.0-210.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidtalcyti","sidtelcyti","f","j","different","1000","2000","500","null","null","true","74","1650.7999999523163","prs","talc","sid","yti","sidtalcyti","r","","1","a","e","sidtelcyti","1"
"1433.5999999046326","","same-different-html","211","3111379","0.0-211.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ungirtablity","ungirtablity","f","j","same","1000","2000","500","null","null","true","70","1065.6000000238419","prss","girt","un","abl_ity","ungirtablity","s","0.0","0","a","e","ungirteblity","0"
"900.7999999523163","","same-different-html","212","3114862","0.0-212.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","meerically","meemically","f","j","different","1000","2000","500","null","null","true","74","829.2999999523163","rsss","meer","","ic_al_ly","meerically","r","","3","r","m","meemically","1"
"1404.2999999523163","","same-different-html","213","3120190","0.0-213.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","mimarcilbatiy","mimercilbatiy","f","j","different","1000","2000","500","null","null","true","74","1930.2000000476837","prsss","mar","mi","ci_lba_tiy","mimarcilbatiy","r","","1","a","e","mimercilbatiy","1"
"859.7000000476837","","same-different-html","214","3162044","0.0-214.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","redewis","radewis","f","j","different","1000","2000","500","null","null","true","74","948.3000000715256","ppr","wis","re_de","","redewis","p","0.0","1","e","a","radewis","1"
"773.8999999761581","","same-different-html","215","3191139","0.0-215.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","eroturom","eroturom","f","j","same","1000","2000","500","null","null","true","70","1525","ppr","rom","er_otu","","eroturom","p","0.0","0","e","i","iroturom","0"
"998.8999999761581","","same-different-html","216","3195206","0.0-216.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","lienational","lienational","f","j","same","1000","2000","500","null","null","true","70","1291.7999999523163","rss","lien","","ation_al","lienational","r","","0","l","m","mienational","0"
"799","","same-different-html","217","3199675","0.0-217.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","louknemtlayl","luuknemtlayl","f","j","different","1000","2000","500","null","null","true","74","1764.1999999284744","rsss","louk","","nemt_la_yl","louknemtlayl","r","","1","o","u","luuknemtlayl","1"
"1984.2000000476837","","same-different-html","218","3205139","0.0-218.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","toutonphisyl","toutomphisyl","f","j","different","1000","2000","500","null","null","true","74","1716.8000000715256","prss","tonp","tou","his_yl","toutonphisyl","r","","2","n","m","toutomphisyl","1"
"2695","","same-different-html","219","3211390","0.0-219.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnisarponiyar","sidnisarpomiyar","f","j","different","1000","2000","500","null","null","true","74","1714","pprss","sarp","sid_ni","oni_yar","sidnisarponiyar","s","0.0","1","n","m","sidnisarpomiyar","1"
"938.5","","same-different-html","220","3218605","0.0-220.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","prasalisticly","trasalisticly","f","j","different","1000","2000","500","null","null","true","74","1689.9000000953674","rssss","pras","","al_ist_ic_ly","prasalisticly","r","","0","p","t","trasalisticly","1"
"682.7999999523163","","same-different-html","221","3221676","0.0-221.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","dekoul","dekoul","f","j","same","1000","2000","500","null","null","true","70","666.2999999523163","pr","koul","de","","dekoul","p","0.0","1","e","a","dakoul","0"
"765.6000000238419","","same-different-html","222","3225511","0.0-222.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","unpookationally","unpookationally","f","j","same","1000","2000","500","null","null","true","70","1287.3000000715256","prssss","pook","un","at_ion_al_ly","unpookationally","s","3.0","1","y","r","unpookationallr","0"
"348.89999997615814","","same-different-html","223","3228444","0.0-223.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","fomor","fomor","f","j","same","1000","2000","500","null","null","true","70","825.2000000476837","rs","fom","","or","fomor","r","","2","m","y","foyor","0"
"452.5","","same-different-html","224","3231469","0.0-224.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","wisal","wisal","f","j","same","1000","2000","500","null","null","true","70","688.3000000715256","rs","wis","","al","wisal","r","","0","w","r","risal","0"
"1788.2999999523163","","same-different-html","225","3238198","0.0-225.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","edgenlazitanoi","edgenlazitanoi","f","j","same","1000","2000","500","null","null","true","70","2995.2000000476837","prssss","gen","ed","la_zi_ta_noi","edgenlazitanoi","s","3.0","0","n","m","edgenlazitamoi","0"
"432.89999997615814","","same-different-html","226","3241172","0.0-226.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","xerom","xerom","f","j","same","1000","2000","500","null","null","true","70","553.7999999523163","pr","rom","xe","","xerom","r","","0","r","w","xewom","0"
"407.5","","same-different-html","227","3244571","0.0-227.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","pook","pook","f","j","same","1000","2000","500","null","null","true","70","1112.7000000476837","r","pook","","","pook","r","","2","o","u","pouk","0"
"676.6000000238419","","same-different-html","228","3249019","0.0-228.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","neillasitciyl","neillasitciyl","f","j","same","1000","2000","500","null","null","true","70","1958.3999999761581","rssss","neil","","la_sit_ci_yl","neillasitciyl","s","2.0","0","c","h","neillasithiyl","0"
"389.09999990463257","","same-different-html","229","3252267","0.0-229.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","upcun","upcun","f","j","same","1000","2000","500","null","null","true","70","978.6000000238419","pr","cun","up","","upcun","p","0.0","1","p","k","ukcun","0"
"309.60000002384186","","same-different-html","230","3254996","0.0-230.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","ramist","ramist","f","j","same","1000","2000","500","null","null","true","70","655.7000000476837","rs","ram","","ist","ramist","r","","0","r","m","mamist","0"
"683.3999999761581","","same-different-html","231","3258911","0.0-231.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","sidnineilnat","tidnineilnat","f","j","different","1000","2000","500","null","null","true","74","1410.2999999523163","pprs","neil","sid_ni","nat","sidnineilnat","p","0.0","0","s","t","tidnineilnat","1"
"1370.2999999523163","","same-different-html","232","3263660","0.0-232.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","onnertalcviyti","onnertalcviyti","f","j","same","1000","2000","500","null","null","true","70","1710","pprss","talc","onn_er","vi_yti","onnertalcviyti","r","","2","l","r","onnertarcviyti","0"
"813.6999999284744","","same-different-html","233","3266826","0.0-233.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","nurdtainolasit","nurdcainolasit","f","j","different","1000","2000","500","null","null","false","70","512.2000000476837","rssss","nurd","","ta_ino_la_sit","nurdtainolasit","s","0.0","0","t","c","nurdcainolasit","1"
"889.6000000238419","","same-different-html","234","3270866","0.0-234.0","stimuli/0.csv","true","zfvqevu3n7","","","","","","same-different-html","tekisousens","tekisousels","f","j","different","1000","2000","500","null","null","true","74","1112.4000000953674","rss","tek","","isou_sens","tekisousens","s","1.0","2","n","l","tekisousels","1"
